DateKey,Date,Year,Quarter,Month,MonthShort,MonthNo
20200808,8/8/2020,2020,3,August,Aug,8
20200809,8/9/2020,2020,3,August,Aug,8
20200810,8/10/2020,2020,3,August,Aug,8
20200811,8/11/2020,2020,3,August,Aug,8
20200812,8/12/2020,2020,3,August,Aug,8
20200813,8/13/2020,2020,3,August,Aug,8
20200814,8/14/2020,2020,3,August,Aug,8
20200815,8/15/2020,2020,3,August,Aug,8
20200816,8/16/2020,2020,3,August,Aug,8
20200817,8/17/2020,2020,3,August,Aug,8
20200818,8/18/2020,2020,3,August,Aug,8
20200819,8/19/2020,2020,3,August,Aug,8
20200820,8/20/2020,2020,3,August,Aug,8
20200821,8/21/2020,2020,3,August,Aug,8
20200822,8/22/2020,2020,3,August,Aug,8
20200823,8/23/2020,2020,3,August,Aug,8
20200824,8/24/2020,2020,3,August,Aug,8
20200825,8/25/2020,2020,3,August,Aug,8
20200826,8/26/2020,2020,3,August,Aug,8
20200827,8/27/2020,2020,3,August,Aug,8
20200828,8/28/2020,2020,3,August,Aug,8
20200829,8/29/2020,2020,3,August,Aug,8
20200830,8/30/2020,2020,3,August,Aug,8
20200831,8/31/2020,2020,3,August,Aug,8
20200901,9/1/2020,2020,3,September,Sep,9
20200902,9/2/2020,2020,3,September,Sep,9
20200903,9/3/2020,2020,3,September,Sep,9
20200904,9/4/2020,2020,3,September,Sep,9
20200905,9/5/2020,2020,3,September,Sep,9
20200906,9/6/2020,2020,3,September,Sep,9
20200907,9/7/2020,2020,3,September,Sep,9
20200908,9/8/2020,2020,3,September,Sep,9
20200909,9/9/2020,2020,3,September,Sep,9
20200910,9/10/2020,2020,3,September,Sep,9
20200911,9/11/2020,2020,3,September,Sep,9
20200912,9/12/2020,2020,3,September,Sep,9
20200913,9/13/2020,2020,3,September,Sep,9
20200914,9/14/2020,2020,3,September,Sep,9
20200915,9/15/2020,2020,3,September,Sep,9
20200916,9/16/2020,2020,3,September,Sep,9
20200917,9/17/2020,2020,3,September,Sep,9
20200918,9/18/2020,2020,3,September,Sep,9
20200919,9/19/2020,2020,3,September,Sep,9
20200920,9/20/2020,2020,3,September,Sep,9
20200921,9/21/2020,2020,3,September,Sep,9
20200922,9/22/2020,2020,3,September,Sep,9
20200923,9/23/2020,2020,3,September,Sep,9
20200924,9/24/2020,2020,3,September,Sep,9
20200925,9/25/2020,2020,3,September,Sep,9
20200926,9/26/2020,2020,3,September,Sep,9
20200927,9/27/2020,2020,3,September,Sep,9
20200928,9/28/2020,2020,3,September,Sep,9
20200929,9/29/2020,2020,3,September,Sep,9
20200930,9/30/2020,2020,3,September,Sep,9
20201001,10/1/2020,2020,4,October,Oct,10
20201002,10/2/2020,2020,4,October,Oct,10
20201003,10/3/2020,2020,4,October,Oct,10
20201004,10/4/2020,2020,4,October,Oct,10
20201005,10/5/2020,2020,4,October,Oct,10
20201006,10/6/2020,2020,4,October,Oct,10
20201007,10/7/2020,2020,4,October,Oct,10
20201008,10/8/2020,2020,4,October,Oct,10
20201009,10/9/2020,2020,4,October,Oct,10
20201010,10/10/2020,2020,4,October,Oct,10
20201011,10/11/2020,2020,4,October,Oct,10
20201012,10/12/2020,2020,4,October,Oct,10
20201013,10/13/2020,2020,4,October,Oct,10
20201014,10/14/2020,2020,4,October,Oct,10
20201015,10/15/2020,2020,4,October,Oct,10
20201016,10/16/2020,2020,4,October,Oct,10
20201017,10/17/2020,2020,4,October,Oct,10
20201018,10/18/2020,2020,4,October,Oct,10
20201019,10/19/2020,2020,4,October,Oct,10
20201020,10/20/2020,2020,4,October,Oct,10
20201021,10/21/2020,2020,4,October,Oct,10
20201022,10/22/2020,2020,4,October,Oct,10
20201023,10/23/2020,2020,4,October,Oct,10
20201024,10/24/2020,2020,4,October,Oct,10
20201025,10/25/2020,2020,4,October,Oct,10
20201026,10/26/2020,2020,4,October,Oct,10
20201027,10/27/2020,2020,4,October,Oct,10
20201028,10/28/2020,2020,4,October,Oct,10
20201029,10/29/2020,2020,4,October,Oct,10
20201030,10/30/2020,2020,4,October,Oct,10
20201031,10/31/2020,2020,4,October,Oct,10
20201101,11/1/2020,2020,4,November,Nov,11
20201102,11/2/2020,2020,4,November,Nov,11
20201103,11/3/2020,2020,4,November,Nov,11
20201104,11/4/2020,2020,4,November,Nov,11
20201105,11/5/2020,2020,4,November,Nov,11
20201106,11/6/2020,2020,4,November,Nov,11
20201107,11/7/2020,2020,4,November,Nov,11
20201108,11/8/2020,2020,4,November,Nov,11
20201109,11/9/2020,2020,4,November,Nov,11
20201110,11/10/2020,2020,4,November,Nov,11
20201111,11/11/2020,2020,4,November,Nov,11
20201112,11/12/2020,2020,4,November,Nov,11
20201113,11/13/2020,2020,4,November,Nov,11
20201114,11/14/2020,2020,4,November,Nov,11
20201115,11/15/2020,2020,4,November,Nov,11
20201116,11/16/2020,2020,4,November,Nov,11
20201117,11/17/2020,2020,4,November,Nov,11
20201118,11/18/2020,2020,4,November,Nov,11
20201119,11/19/2020,2020,4,November,Nov,11
20201120,11/20/2020,2020,4,November,Nov,11
20201121,11/21/2020,2020,4,November,Nov,11
20201122,11/22/2020,2020,4,November,Nov,11
20201123,11/23/2020,2020,4,November,Nov,11
20201124,11/24/2020,2020,4,November,Nov,11
20201125,11/25/2020,2020,4,November,Nov,11
20201126,11/26/2020,2020,4,November,Nov,11
20201127,11/27/2020,2020,4,November,Nov,11
20201128,11/28/2020,2020,4,November,Nov,11
20201129,11/29/2020,2020,4,November,Nov,11
20201130,11/30/2020,2020,4,November,Nov,11
20201201,12/1/2020,2020,4,December,Dec,12
20201202,12/2/2020,2020,4,December,Dec,12
20201203,12/3/2020,2020,4,December,Dec,12
20201204,12/4/2020,2020,4,December,Dec,12
20201205,12/5/2020,2020,4,December,Dec,12
20201206,12/6/2020,2020,4,December,Dec,12
20201207,12/7/2020,2020,4,December,Dec,12
20201208,12/8/2020,2020,4,December,Dec,12
20201209,12/9/2020,2020,4,December,Dec,12
20201210,12/10/2020,2020,4,December,Dec,12
20201211,12/11/2020,2020,4,December,Dec,12
20201212,12/12/2020,2020,4,December,Dec,12
20201213,12/13/2020,2020,4,December,Dec,12
20201214,12/14/2020,2020,4,December,Dec,12
20201215,12/15/2020,2020,4,December,Dec,12
20201216,12/16/2020,2020,4,December,Dec,12
20201217,12/17/2020,2020,4,December,Dec,12
20201218,12/18/2020,2020,4,December,Dec,12
20201219,12/19/2020,2020,4,December,Dec,12
20201220,12/20/2020,2020,4,December,Dec,12
20201221,12/21/2020,2020,4,December,Dec,12
20201222,12/22/2020,2020,4,December,Dec,12
20201223,12/23/2020,2020,4,December,Dec,12
20201224,12/24/2020,2020,4,December,Dec,12
20201225,12/25/2020,2020,4,December,Dec,12
20201226,12/26/2020,2020,4,December,Dec,12
20201227,12/27/2020,2020,4,December,Dec,12
20201228,12/28/2020,2020,4,December,Dec,12
20201229,12/29/2020,2020,4,December,Dec,12
20201230,12/30/2020,2020,4,December,Dec,12
20201231,12/31/2020,2020,4,December,Dec,12
20210101,1/1/2021,2021,1,January,Jan,1
20210102,1/2/2021,2021,1,January,Jan,1
20210103,1/3/2021,2021,1,January,Jan,1
20210104,1/4/2021,2021,1,January,Jan,1
20210105,1/5/2021,2021,1,January,Jan,1
20210106,1/6/2021,2021,1,January,Jan,1
20210107,1/7/2021,2021,1,January,Jan,1
20210108,1/8/2021,2021,1,January,Jan,1
20210109,1/9/2021,2021,1,January,Jan,1
20210110,1/10/2021,2021,1,January,Jan,1
20210111,1/11/2021,2021,1,January,Jan,1
20210112,1/12/2021,2021,1,January,Jan,1
20210113,1/13/2021,2021,1,January,Jan,1
20210114,1/14/2021,2021,1,January,Jan,1
20210115,1/15/2021,2021,1,January,Jan,1
20210116,1/16/2021,2021,1,January,Jan,1
20210117,1/17/2021,2021,1,January,Jan,1
20210118,1/18/2021,2021,1,January,Jan,1
20210119,1/19/2021,2021,1,January,Jan,1
20210120,1/20/2021,2021,1,January,Jan,1
20210121,1/21/2021,2021,1,January,Jan,1
20210122,1/22/2021,2021,1,January,Jan,1
20210123,1/23/2021,2021,1,January,Jan,1
20210124,1/24/2021,2021,1,January,Jan,1
20210125,1/25/2021,2021,1,January,Jan,1
20210126,1/26/2021,2021,1,January,Jan,1
20210127,1/27/2021,2021,1,January,Jan,1
20210128,1/28/2021,2021,1,January,Jan,1
20210129,1/29/2021,2021,1,January,Jan,1
20210130,1/30/2021,2021,1,January,Jan,1
20210131,1/31/2021,2021,1,January,Jan,1
20210201,2/1/2021,2021,1,February,Feb,2
20210202,2/2/2021,2021,1,February,Feb,2
20210203,2/3/2021,2021,1,February,Feb,2
20210204,2/4/2021,2021,1,February,Feb,2
20210205,2/5/2021,2021,1,February,Feb,2
20210206,2/6/2021,2021,1,February,Feb,2
20210207,2/7/2021,2021,1,February,Feb,2
20210208,2/8/2021,2021,1,February,Feb,2
20210209,2/9/2021,2021,1,February,Feb,2
20210210,2/10/2021,2021,1,February,Feb,2
20210211,2/11/2021,2021,1,February,Feb,2
20210212,2/12/2021,2021,1,February,Feb,2
20210213,2/13/2021,2021,1,February,Feb,2
20210214,2/14/2021,2021,1,February,Feb,2
20210215,2/15/2021,2021,1,February,Feb,2
20210216,2/16/2021,2021,1,February,Feb,2
20210217,2/17/2021,2021,1,February,Feb,2
20210218,2/18/2021,2021,1,February,Feb,2
20210219,2/19/2021,2021,1,February,Feb,2
20210220,2/20/2021,2021,1,February,Feb,2
20210221,2/21/2021,2021,1,February,Feb,2
20210222,2/22/2021,2021,1,February,Feb,2
20210223,2/23/2021,2021,1,February,Feb,2
20210224,2/24/2021,2021,1,February,Feb,2
20210225,2/25/2021,2021,1,February,Feb,2
20210226,2/26/2021,2021,1,February,Feb,2
20210227,2/27/2021,2021,1,February,Feb,2
20210228,2/28/2021,2021,1,February,Feb,2
20210301,3/1/2021,2021,1,March,Mar,3
20210302,3/2/2021,2021,1,March,Mar,3
20210303,3/3/2021,2021,1,March,Mar,3
20210304,3/4/2021,2021,1,March,Mar,3
20210305,3/5/2021,2021,1,March,Mar,3
20210306,3/6/2021,2021,1,March,Mar,3
20210307,3/7/2021,2021,1,March,Mar,3
20210308,3/8/2021,2021,1,March,Mar,3
20210309,3/9/2021,2021,1,March,Mar,3
20210310,3/10/2021,2021,1,March,Mar,3
20210311,3/11/2021,2021,1,March,Mar,3
20210312,3/12/2021,2021,1,March,Mar,3
20210313,3/13/2021,2021,1,March,Mar,3
20210314,3/14/2021,2021,1,March,Mar,3
20210315,3/15/2021,2021,1,March,Mar,3
20210316,3/16/2021,2021,1,March,Mar,3
20210317,3/17/2021,2021,1,March,Mar,3
20210318,3/18/2021,2021,1,March,Mar,3
20210319,3/19/2021,2021,1,March,Mar,3
20210320,3/20/2021,2021,1,March,Mar,3
20210321,3/21/2021,2021,1,March,Mar,3
20210322,3/22/2021,2021,1,March,Mar,3
20210323,3/23/2021,2021,1,March,Mar,3
20210324,3/24/2021,2021,1,March,Mar,3
20210325,3/25/2021,2021,1,March,Mar,3
20210326,3/26/2021,2021,1,March,Mar,3
20210327,3/27/2021,2021,1,March,Mar,3
20210328,3/28/2021,2021,1,March,Mar,3
20210329,3/29/2021,2021,1,March,Mar,3
20210330,3/30/2021,2021,1,March,Mar,3
20210331,3/31/2021,2021,1,March,Mar,3
20210401,4/1/2021,2021,2,April,Apr,4
20210402,4/2/2021,2021,2,April,Apr,4
20210403,4/3/2021,2021,2,April,Apr,4
20210404,4/4/2021,2021,2,April,Apr,4
20210405,4/5/2021,2021,2,April,Apr,4
20210406,4/6/2021,2021,2,April,Apr,4
20210407,4/7/2021,2021,2,April,Apr,4
20210408,4/8/2021,2021,2,April,Apr,4
20210409,4/9/2021,2021,2,April,Apr,4
20210410,4/10/2021,2021,2,April,Apr,4
20210411,4/11/2021,2021,2,April,Apr,4
20210412,4/12/2021,2021,2,April,Apr,4
20210413,4/13/2021,2021,2,April,Apr,4
20210414,4/14/2021,2021,2,April,Apr,4
20210415,4/15/2021,2021,2,April,Apr,4
20210416,4/16/2021,2021,2,April,Apr,4
20210417,4/17/2021,2021,2,April,Apr,4
20210418,4/18/2021,2021,2,April,Apr,4
20210419,4/19/2021,2021,2,April,Apr,4
20210420,4/20/2021,2021,2,April,Apr,4
20210421,4/21/2021,2021,2,April,Apr,4
20210422,4/22/2021,2021,2,April,Apr,4
20210423,4/23/2021,2021,2,April,Apr,4
20210424,4/24/2021,2021,2,April,Apr,4
20210425,4/25/2021,2021,2,April,Apr,4
20210426,4/26/2021,2021,2,April,Apr,4
20210427,4/27/2021,2021,2,April,Apr,4
20210428,4/28/2021,2021,2,April,Apr,4
20210429,4/29/2021,2021,2,April,Apr,4
20210430,4/30/2021,2021,2,April,Apr,4
20210501,5/1/2021,2021,2,May,May,5
20210502,5/2/2021,2021,2,May,May,5
20210503,5/3/2021,2021,2,May,May,5
20210504,5/4/2021,2021,2,May,May,5
20210505,5/5/2021,2021,2,May,May,5
20210506,5/6/2021,2021,2,May,May,5
20210507,5/7/2021,2021,2,May,May,5
20210508,5/8/2021,2021,2,May,May,5
20210509,5/9/2021,2021,2,May,May,5
20210510,5/10/2021,2021,2,May,May,5
20210511,5/11/2021,2021,2,May,May,5
20210512,5/12/2021,2021,2,May,May,5
20210513,5/13/2021,2021,2,May,May,5
20210514,5/14/2021,2021,2,May,May,5
20210515,5/15/2021,2021,2,May,May,5
20210516,5/16/2021,2021,2,May,May,5
20210517,5/17/2021,2021,2,May,May,5
20210518,5/18/2021,2021,2,May,May,5
20210519,5/19/2021,2021,2,May,May,5
20210520,5/20/2021,2021,2,May,May,5
20210521,5/21/2021,2021,2,May,May,5
20210522,5/22/2021,2021,2,May,May,5
20210523,5/23/2021,2021,2,May,May,5
20210524,5/24/2021,2021,2,May,May,5
20210525,5/25/2021,2021,2,May,May,5
20210526,5/26/2021,2021,2,May,May,5
20210527,5/27/2021,2021,2,May,May,5
20210528,5/28/2021,2021,2,May,May,5
20210529,5/29/2021,2021,2,May,May,5
20210530,5/30/2021,2021,2,May,May,5
20210531,5/31/2021,2021,2,May,May,5
20210601,6/1/2021,2021,2,June,Jun,6
20210602,6/2/2021,2021,2,June,Jun,6
20210603,6/3/2021,2021,2,June,Jun,6
20210604,6/4/2021,2021,2,June,Jun,6
20210605,6/5/2021,2021,2,June,Jun,6
20210606,6/6/2021,2021,2,June,Jun,6
20210607,6/7/2021,2021,2,June,Jun,6
20210608,6/8/2021,2021,2,June,Jun,6
20210609,6/9/2021,2021,2,June,Jun,6
20210610,6/10/2021,2021,2,June,Jun,6
20210611,6/11/2021,2021,2,June,Jun,6
20210612,6/12/2021,2021,2,June,Jun,6
20210613,6/13/2021,2021,2,June,Jun,6
20210614,6/14/2021,2021,2,June,Jun,6
20210615,6/15/2021,2021,2,June,Jun,6
20210616,6/16/2021,2021,2,June,Jun,6
20210617,6/17/2021,2021,2,June,Jun,6
20210618,6/18/2021,2021,2,June,Jun,6
20210619,6/19/2021,2021,2,June,Jun,6
20210620,6/20/2021,2021,2,June,Jun,6
20210621,6/21/2021,2021,2,June,Jun,6
20210622,6/22/2021,2021,2,June,Jun,6
20210623,6/23/2021,2021,2,June,Jun,6
20210624,6/24/2021,2021,2,June,Jun,6
20210625,6/25/2021,2021,2,June,Jun,6
20210626,6/26/2021,2021,2,June,Jun,6
20210627,6/27/2021,2021,2,June,Jun,6
20210628,6/28/2021,2021,2,June,Jun,6
20210629,6/29/2021,2021,2,June,Jun,6
20210630,6/30/2021,2021,2,June,Jun,6
20210701,7/1/2021,2021,3,July,Jul,7
20210702,7/2/2021,2021,3,July,Jul,7
20210703,7/3/2021,2021,3,July,Jul,7
20210704,7/4/2021,2021,3,July,Jul,7
20210705,7/5/2021,2021,3,July,Jul,7
20210706,7/6/2021,2021,3,July,Jul,7
20210707,7/7/2021,2021,3,July,Jul,7
20210708,7/8/2021,2021,3,July,Jul,7
20210709,7/9/2021,2021,3,July,Jul,7
20210710,7/10/2021,2021,3,July,Jul,7
20210711,7/11/2021,2021,3,July,Jul,7
20210712,7/12/2021,2021,3,July,Jul,7
20210713,7/13/2021,2021,3,July,Jul,7
20210714,7/14/2021,2021,3,July,Jul,7
20210715,7/15/2021,2021,3,July,Jul,7
20210716,7/16/2021,2021,3,July,Jul,7
20210717,7/17/2021,2021,3,July,Jul,7
20210718,7/18/2021,2021,3,July,Jul,7
20210719,7/19/2021,2021,3,July,Jul,7
20210720,7/20/2021,2021,3,July,Jul,7
20210721,7/21/2021,2021,3,July,Jul,7
20210722,7/22/2021,2021,3,July,Jul,7
20210723,7/23/2021,2021,3,July,Jul,7
20210724,7/24/2021,2021,3,July,Jul,7
20210725,7/25/2021,2021,3,July,Jul,7
20210726,7/26/2021,2021,3,July,Jul,7
20210727,7/27/2021,2021,3,July,Jul,7
20210728,7/28/2021,2021,3,July,Jul,7
20210729,7/29/2021,2021,3,July,Jul,7
20210730,7/30/2021,2021,3,July,Jul,7
20210731,7/31/2021,2021,3,July,Jul,7
20210801,8/1/2021,2021,3,August,Aug,8
20210802,8/2/2021,2021,3,August,Aug,8
20210803,8/3/2021,2021,3,August,Aug,8
20210804,8/4/2021,2021,3,August,Aug,8
20210805,8/5/2021,2021,3,August,Aug,8
20210806,8/6/2021,2021,3,August,Aug,8
20210807,8/7/2021,2021,3,August,Aug,8
20210808,8/8/2021,2021,3,August,Aug,8
20210809,8/9/2021,2021,3,August,Aug,8
20210810,8/10/2021,2021,3,August,Aug,8
20210811,8/11/2021,2021,3,August,Aug,8
20210812,8/12/2021,2021,3,August,Aug,8
20210813,8/13/2021,2021,3,August,Aug,8
20210814,8/14/2021,2021,3,August,Aug,8
20210815,8/15/2021,2021,3,August,Aug,8
20210816,8/16/2021,2021,3,August,Aug,8
20210817,8/17/2021,2021,3,August,Aug,8
20210818,8/18/2021,2021,3,August,Aug,8
20210819,8/19/2021,2021,3,August,Aug,8
20210820,8/20/2021,2021,3,August,Aug,8
20210821,8/21/2021,2021,3,August,Aug,8
20210822,8/22/2021,2021,3,August,Aug,8
20210823,8/23/2021,2021,3,August,Aug,8
20210824,8/24/2021,2021,3,August,Aug,8
20210825,8/25/2021,2021,3,August,Aug,8
20210826,8/26/2021,2021,3,August,Aug,8
20210827,8/27/2021,2021,3,August,Aug,8
20210828,8/28/2021,2021,3,August,Aug,8
20210829,8/29/2021,2021,3,August,Aug,8
20210830,8/30/2021,2021,3,August,Aug,8
20210831,8/31/2021,2021,3,August,Aug,8
20210901,9/1/2021,2021,3,September,Sep,9
20210902,9/2/2021,2021,3,September,Sep,9
20210903,9/3/2021,2021,3,September,Sep,9
20210904,9/4/2021,2021,3,September,Sep,9
20210905,9/5/2021,2021,3,September,Sep,9
20210906,9/6/2021,2021,3,September,Sep,9
20210907,9/7/2021,2021,3,September,Sep,9
20210908,9/8/2021,2021,3,September,Sep,9
20210909,9/9/2021,2021,3,September,Sep,9
20210910,9/10/2021,2021,3,September,Sep,9
20210911,9/11/2021,2021,3,September,Sep,9
20210912,9/12/2021,2021,3,September,Sep,9
20210913,9/13/2021,2021,3,September,Sep,9
20210914,9/14/2021,2021,3,September,Sep,9
20210915,9/15/2021,2021,3,September,Sep,9
20210916,9/16/2021,2021,3,September,Sep,9
20210917,9/17/2021,2021,3,September,Sep,9
20210918,9/18/2021,2021,3,September,Sep,9
20210919,9/19/2021,2021,3,September,Sep,9
20210920,9/20/2021,2021,3,September,Sep,9
20210921,9/21/2021,2021,3,September,Sep,9
20210922,9/22/2021,2021,3,September,Sep,9
20210923,9/23/2021,2021,3,September,Sep,9
20210924,9/24/2021,2021,3,September,Sep,9
20210925,9/25/2021,2021,3,September,Sep,9
20210926,9/26/2021,2021,3,September,Sep,9
20210927,9/27/2021,2021,3,September,Sep,9
20210928,9/28/2021,2021,3,September,Sep,9
20210929,9/29/2021,2021,3,September,Sep,9
20210930,9/30/2021,2021,3,September,Sep,9
20211001,10/1/2021,2021,4,October,Oct,10
20211002,10/2/2021,2021,4,October,Oct,10
20211003,10/3/2021,2021,4,October,Oct,10
20211004,10/4/2021,2021,4,October,Oct,10
20211005,10/5/2021,2021,4,October,Oct,10
20211006,10/6/2021,2021,4,October,Oct,10
20211007,10/7/2021,2021,4,October,Oct,10
20211008,10/8/2021,2021,4,October,Oct,10
20211009,10/9/2021,2021,4,October,Oct,10
20211010,10/10/2021,2021,4,October,Oct,10
20211011,10/11/2021,2021,4,October,Oct,10
20211012,10/12/2021,2021,4,October,Oct,10
20211013,10/13/2021,2021,4,October,Oct,10
20211014,10/14/2021,2021,4,October,Oct,10
20211015,10/15/2021,2021,4,October,Oct,10
20211016,10/16/2021,2021,4,October,Oct,10
20211017,10/17/2021,2021,4,October,Oct,10
20211018,10/18/2021,2021,4,October,Oct,10
20211019,10/19/2021,2021,4,October,Oct,10
20211020,10/20/2021,2021,4,October,Oct,10
20211021,10/21/2021,2021,4,October,Oct,10
20211022,10/22/2021,2021,4,October,Oct,10
20211023,10/23/2021,2021,4,October,Oct,10
20211024,10/24/2021,2021,4,October,Oct,10
20211025,10/25/2021,2021,4,October,Oct,10
20211026,10/26/2021,2021,4,October,Oct,10
20211027,10/27/2021,2021,4,October,Oct,10
20211028,10/28/2021,2021,4,October,Oct,10
20211029,10/29/2021,2021,4,October,Oct,10
20211030,10/30/2021,2021,4,October,Oct,10
20211031,10/31/2021,2021,4,October,Oct,10
20211101,11/1/2021,2021,4,November,Nov,11
20211102,11/2/2021,2021,4,November,Nov,11
20211103,11/3/2021,2021,4,November,Nov,11
20211104,11/4/2021,2021,4,November,Nov,11
20211105,11/5/2021,2021,4,November,Nov,11
20211106,11/6/2021,2021,4,November,Nov,11
20211107,11/7/2021,2021,4,November,Nov,11
20211108,11/8/2021,2021,4,November,Nov,11
20211109,11/9/2021,2021,4,November,Nov,11
20211110,11/10/2021,2021,4,November,Nov,11
20211111,11/11/2021,2021,4,November,Nov,11
20211112,11/12/2021,2021,4,November,Nov,11
20211113,11/13/2021,2021,4,November,Nov,11
20211114,11/14/2021,2021,4,November,Nov,11
20211115,11/15/2021,2021,4,November,Nov,11
20211116,11/16/2021,2021,4,November,Nov,11
20211117,11/17/2021,2021,4,November,Nov,11
20211118,11/18/2021,2021,4,November,Nov,11
20211119,11/19/2021,2021,4,November,Nov,11
20211120,11/20/2021,2021,4,November,Nov,11
20211121,11/21/2021,2021,4,November,Nov,11
20211122,11/22/2021,2021,4,November,Nov,11
20211123,11/23/2021,2021,4,November,Nov,11
20211124,11/24/2021,2021,4,November,Nov,11
20211125,11/25/2021,2021,4,November,Nov,11
20211126,11/26/2021,2021,4,November,Nov,11
20211127,11/27/2021,2021,4,November,Nov,11
20211128,11/28/2021,2021,4,November,Nov,11
20211129,11/29/2021,2021,4,November,Nov,11
20211130,11/30/2021,2021,4,November,Nov,11
20211201,12/1/2021,2021,4,December,Dec,12
20211202,12/2/2021,2021,4,December,Dec,12
20211203,12/3/2021,2021,4,December,Dec,12
20211204,12/4/2021,2021,4,December,Dec,12
20211205,12/5/2021,2021,4,December,Dec,12
20211206,12/6/2021,2021,4,December,Dec,12
20211207,12/7/2021,2021,4,December,Dec,12
20211208,12/8/2021,2021,4,December,Dec,12
20211209,12/9/2021,2021,4,December,Dec,12
20211210,12/10/2021,2021,4,December,Dec,12
20211211,12/11/2021,2021,4,December,Dec,12
20211212,12/12/2021,2021,4,December,Dec,12
20211213,12/13/2021,2021,4,December,Dec,12
20211214,12/14/2021,2021,4,December,Dec,12
20211215,12/15/2021,2021,4,December,Dec,12
20211216,12/16/2021,2021,4,December,Dec,12
20211217,12/17/2021,2021,4,December,Dec,12
20211218,12/18/2021,2021,4,December,Dec,12
20211219,12/19/2021,2021,4,December,Dec,12
20211220,12/20/2021,2021,4,December,Dec,12
20211221,12/21/2021,2021,4,December,Dec,12
20211222,12/22/2021,2021,4,December,Dec,12
20211223,12/23/2021,2021,4,December,Dec,12
20211224,12/24/2021,2021,4,December,Dec,12
20211225,12/25/2021,2021,4,December,Dec,12
20211226,12/26/2021,2021,4,December,Dec,12
20211227,12/27/2021,2021,4,December,Dec,12
20211228,12/28/2021,2021,4,December,Dec,12
20211229,12/29/2021,2021,4,December,Dec,12
20211230,12/30/2021,2021,4,December,Dec,12
20211231,12/31/2021,2021,4,December,Dec,12
20220101,1/1/2022,2022,1,January,Jan,1
20220102,1/2/2022,2022,1,January,Jan,1
20220103,1/3/2022,2022,1,January,Jan,1
20220104,1/4/2022,2022,1,January,Jan,1
20220105,1/5/2022,2022,1,January,Jan,1
20220106,1/6/2022,2022,1,January,Jan,1
20220107,1/7/2022,2022,1,January,Jan,1
20220108,1/8/2022,2022,1,January,Jan,1
20220109,1/9/2022,2022,1,January,Jan,1
20220110,1/10/2022,2022,1,January,Jan,1
20220111,1/11/2022,2022,1,January,Jan,1
20220112,1/12/2022,2022,1,January,Jan,1
20220113,1/13/2022,2022,1,January,Jan,1
20220114,1/14/2022,2022,1,January,Jan,1
20220115,1/15/2022,2022,1,January,Jan,1
20220116,1/16/2022,2022,1,January,Jan,1
20220117,1/17/2022,2022,1,January,Jan,1
20220118,1/18/2022,2022,1,January,Jan,1
20220119,1/19/2022,2022,1,January,Jan,1
20220120,1/20/2022,2022,1,January,Jan,1
20220121,1/21/2022,2022,1,January,Jan,1
20220122,1/22/2022,2022,1,January,Jan,1
20220123,1/23/2022,2022,1,January,Jan,1
20220124,1/24/2022,2022,1,January,Jan,1
20220125,1/25/2022,2022,1,January,Jan,1
20220126,1/26/2022,2022,1,January,Jan,1
20220127,1/27/2022,2022,1,January,Jan,1
20220128,1/28/2022,2022,1,January,Jan,1
20220129,1/29/2022,2022,1,January,Jan,1
20220130,1/30/2022,2022,1,January,Jan,1
20220131,1/31/2022,2022,1,January,Jan,1
20220201,2/1/2022,2022,1,February,Feb,2
20220202,2/2/2022,2022,1,February,Feb,2
20220203,2/3/2022,2022,1,February,Feb,2
20220204,2/4/2022,2022,1,February,Feb,2
20220205,2/5/2022,2022,1,February,Feb,2
20220206,2/6/2022,2022,1,February,Feb,2
20220207,2/7/2022,2022,1,February,Feb,2
20220208,2/8/2022,2022,1,February,Feb,2
20220209,2/9/2022,2022,1,February,Feb,2
20220210,2/10/2022,2022,1,February,Feb,2
20220211,2/11/2022,2022,1,February,Feb,2
20220212,2/12/2022,2022,1,February,Feb,2
20220213,2/13/2022,2022,1,February,Feb,2
20220214,2/14/2022,2022,1,February,Feb,2
20220215,2/15/2022,2022,1,February,Feb,2
20220216,2/16/2022,2022,1,February,Feb,2
20220217,2/17/2022,2022,1,February,Feb,2
20220218,2/18/2022,2022,1,February,Feb,2
20220219,2/19/2022,2022,1,February,Feb,2
20220220,2/20/2022,2022,1,February,Feb,2
20220221,2/21/2022,2022,1,February,Feb,2
20220222,2/22/2022,2022,1,February,Feb,2
20220223,2/23/2022,2022,1,February,Feb,2
20220224,2/24/2022,2022,1,February,Feb,2
20220225,2/25/2022,2022,1,February,Feb,2
20220226,2/26/2022,2022,1,February,Feb,2
20220227,2/27/2022,2022,1,February,Feb,2
20220228,2/28/2022,2022,1,February,Feb,2
20220301,3/1/2022,2022,1,March,Mar,3
20220302,3/2/2022,2022,1,March,Mar,3
20220303,3/3/2022,2022,1,March,Mar,3
20220304,3/4/2022,2022,1,March,Mar,3
20220305,3/5/2022,2022,1,March,Mar,3
20220306,3/6/2022,2022,1,March,Mar,3
20220307,3/7/2022,2022,1,March,Mar,3
20220308,3/8/2022,2022,1,March,Mar,3
20220309,3/9/2022,2022,1,March,Mar,3
20220310,3/10/2022,2022,1,March,Mar,3
20220311,3/11/2022,2022,1,March,Mar,3
20220312,3/12/2022,2022,1,March,Mar,3
20220313,3/13/2022,2022,1,March,Mar,3
20220314,3/14/2022,2022,1,March,Mar,3
